"Marca";"modelo_serie";"Gbs";"Preço";"Referência";"carimbo_de_data_hora";"com_que_frequencia_costuma_jogar_games";"idade_anos";"genero";"estado_de_residencia";"situacao_atual";"grau_de_escolaridade";"qual_plataforma_prefere_usar_para_jogar";"voce_conhece_os_componentes_do_seu_computador_processador_placa_de_video_e_memoria_ram";"quantos_gigabytes_de_memoria_ram";"qual_a_marca_do_seu_processador";"qual_o_modelo_do_processador";"a_maioria_das_suas_pecas_foram_compradas_em";"qual_console_voce_possui";"o_seu_console_mais_recente_foi_comprado_em";"qual_seu_estilo_de_jogo_favorito";"qual_seu_jogo_preferido";"em_media_quanto_costuma_gastar_mensalmente_com_jogos"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 08:33:25;"Frequentemente";26;"Homem";"Paraná – PR";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 de quarta geração, 4570 se não me engano";"Loja física";NA;NA;"Aventura, FPS/TPS, Mundo Aberto";"Csgo";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 11:03:51;"Frequentemente";21;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700k";"Loja virtual";NA;NA;"FPS/TPS, Mundo Aberto";"CSGO, GTAV";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 11:24:04;"Frequentemente";27;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 8400";"Loja virtual";NA;NA;"FPS/TPS";"Dark Souls 3";"R$101 a R$150"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 12:32:05;"Frequentemente";22;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja virtual";NA;NA;"FPS/TPS";"CS GO";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 16:01:31;"Frequentemente";15;"Homem";"Paraná – PR";"Só Estuda";"Ensino Fundamental Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 7400";"Loja virtual";NA;NA;"FPS/TPS";"CS:GO";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 17:35:30;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"i5 4460";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG";"Destiny";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 21:03:39;"Frequentemente";26;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"Core I3 3°geração";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência";"MOBA";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 21:12:35;"Frequentemente";22;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FC 8570E";"Loja física";NA;NA;"Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"Red Dead Redepetion 2";"R$101 a R$150"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 21:25:32;"Frequentemente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I7 2600";"Loja física";NA;NA;"FPS/TPS";"No momento dead by daylight";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 21:33:15;"Frequentemente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700";"Loja virtual";NA;NA;"Mundo Aberto, RPG/MMORPG, Sobrevivência";"TES V: Skyrim";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-21 22:35:18;"Regularmente";32;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3";"Loja virtual";NA;NA;"Aventura, Mundo Aberto, Sobrevivência";"Rust";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 00:17:20;"Frequentemente";20;"Mulher";"Paraná – PR";"Só Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja física";NA;NA;"FPS/TPS";"warface";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 00:55:50;"Frequentemente";17;"Homem";"Ceará – CE";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD FX 6300";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, Sobrevivência, Terror";"Rust";"R$101 a R$150"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 01:15:43;"Frequentemente";20;"Homem";"Goiás – GO";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 4709";"Loja física";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação";"Ace combat 7";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 01:49:13;"Frequentemente";26;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5-8400";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"Tomb Raider";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 01:50:16;"Frequentemente";26;"Homem";"Minas Gerais – MG";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 7600k";"Loja virtual";NA;NA;"Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência";"League of Legends";"mais de R$200"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 03:19:11;"Frequentemente";15;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3 8100";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Cs...";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 09:09:35;"Frequentemente";30;"Homem";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 3770";"Loja virtual";NA;NA;"Esporte, FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"pubg";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 09:21:11;"Frequentemente";28;"Homem";"Paraná – PR";"Estuda e Trabalha";"Ensino Superior Completo";"Notebook";"Sim";"mais de 16 GB";"Intel";"i7 9700";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, Sobrevivência";"Rust";"R$101 a R$150"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 09:28:01;"Frequentemente";30;"Mulher";"São Paulo – SP";"Não Estuda e Não Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 6700k";"Loja virtual";NA;NA;"FPS/TPS, Simulação, Sobrevivência";"The Sims/Plants vs Zombies GW/ Resident Evil";"R$151 a R$200"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 09:30:07;"Frequentemente";17;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i3 7100";"Loja virtual";NA;NA;"Esporte, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Lol";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 16:48:10;"Regularmente";17;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"FX 8350";"Loja física";NA;NA;"ARCADE, Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência, Terror";"Rainbow Six Siege";"R$51 a R$100"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 17:54:50;"Frequentemente";18;"Mulher";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"I5";"Loja virtual";NA;NA;"FPS/TPS";"Team Fortress 2 e CS:GO";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 18:43:46;"Frequentemente";30;"Homem";"Rio Grande do Sul – RS";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Phenon II x4 925";"Loja virtual";NA;NA;"FPS/TPS, RPG/MMORPG";"World of Warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 22:03:51;"Frequentemente";26;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"ryzen 5 1600";"Loja virtual";NA;NA;"RPG/MMORPG";"World of Warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 22:06:22;"Frequentemente";14;"Homem";"Minas Gerais – MG";"Não Estuda e Não Trabalha";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 8400";"Loja virtual";NA;NA;"ARCADE, FPS/TPS, Mundo Aberto, Simulação";"Counter-Strike: Global Offensive";"Nada"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-22 22:47:28;"Frequentemente";20;"Mulher";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD Ryzen 5 2600";"Loja virtual";NA;NA;"FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"World of warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-23 11:26:35;"Frequentemente";27;"Homem";"Rio Grande do Sul – RS";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I3";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Rts real time strategy um dos generos mais legais voce nao colocou na pesquisa.";"World of warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"6 GB";"1249.95";"https://produto.mercadolivre.com.br/MLB-1262541294-placa-de-video-asus-phoenix-geforce-gtx-1060-6gb-_JM?quantity=1";2019-06-23 11:45:28;"Regularmente";24;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen 5 1600x";"Loja virtual";NA;NA;"Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG";"WOW";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-17 23:43:49;"Frequentemente";27;"Homem";"Rio de Janeiro – RJ";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 7700K";"Loja virtual";NA;NA;"RPG/MMORPG";"Atualmente Monster Hunter World";"R$51 a R$100"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-18 08:08:52;"Frequentemente";20;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"Ryzen 5";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS";"Sly cooper";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-20 22:55:01;"Regularmente";14;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Fundamental Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 2600";"Loja virtual";NA;NA;"Aventura, Mundo Aberto, RPG/MMORPG";"Detroit: Become Human";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-20 22:58:24;"Frequentemente";20;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 4770";"Loja física";NA;NA;"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência";"Grand Theft Auto V";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-21 08:13:17;"Regularmente";28;"Homem";"Distrito Federal – DF";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 4790k";"Loja virtual";NA;NA;"Esporte, FPS/TPS, Luta, Simulação";"Skater XL";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-21 21:16:25;"Frequentemente";17;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD faz 6300";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"LoL";"R$51 a R$100"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-21 23:21:48;"Frequentemente";22;"Homem";"São Paulo – SP";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 2500k";"Loja virtual";NA;NA;"ARCADE, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG";"Overwatch";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-22 00:49:27;"Frequentemente";21;"Homem";"Santa Catarina – SC";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 3770";"Loja virtual";NA;NA;"Corrida, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror";"The Witcher 3";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-22 18:28:49;"Frequentemente";19;"Homem";"Minas Gerais – MG";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"12 GB";"Intel";"i7 3770";"Loja virtual";NA;NA;"Aventura, FPS/TPS, MOBA, Mundo Aberto, RPG/MMORPG, Sobrevivência";"Não tenho um, Lol, wow, l2 etc";"Nada"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-22 18:40:11;"Regularmente";19;"Homem";"Rio Grande do Sul – RS";"Só Trabalha";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 7500 kaby lake 7°geração";"Loja virtual";NA;NA;"Corrida, FPS/TPS, Mundo Aberto";"CS";"R$151 a R$200"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-22 19:19:59;"Frequentemente";16;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"-x-";"Loja virtual";NA;NA;"ARCADE, Esporte, MOBA, Mundo Aberto, Simulação";"LOL";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-22 23:32:01;"Frequentemente";17;"Homem";"São Paulo – SP";"Só Estuda";"Ensino Médio Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja física";NA;NA;"Aventura, Corrida, FPS/TPS, MOBA, Mundo Aberto, Sobrevivência";"League Of Legends";"Nada"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-23 00:12:50;"Frequentemente";29;"Homem";"Mato Grosso do Sul – MS";"Estuda e Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I7 4800";"Loja física";NA;NA;"Aventura, MOBA, Mundo Aberto, RPG/MMORPG";"Magic";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-23 09:57:13;"Regularmente";25;"Mulher";"Espírito Santo – ES";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i5 7400";"Loja física";NA;NA;"Aventura, MOBA, RPG/MMORPG";"World of Warcraft";"R$1 a R$50"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-23 16:13:16;"Frequentemente";23;"Mulher";"Mato Grosso do Sul – MS";"Não Estuda e Não Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 8400";"Loja virtual";NA;NA;"MOBA, RPG/MMORPG";"Dota 2";"Nada"
"nvidia";"gtx 1060";"3 GB";"720";"https://produto.mercadolivre.com.br/MLB-1261646872-placa-de-video-gigabyte-gtx-1060-3gb-windforce-100-_JM?quantity=1";2019-06-24 11:38:40;"Frequentemente";25;"Homem";"Minas Gerais – MG";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i5 6600k";"Loja virtual";NA;NA;"FPS/TPS, MOBA, RPG/MMORPG, Simulação";"Atualmente nenhum";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-17 21:26:45;"Regularmente";18;"Homem";"Paraná – PR";"Estuda e Trabalha";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 8700k";"Loja física";NA;NA;"FPS/TPS";"Counter-strike Global offensive";"Nada"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-18 13:13:35;"Frequentemente";24;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"I5 4590";"Loja virtual";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Metroidvania";"Skyrim";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-18 20:28:20;"Frequentemente";17;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"i7 7700";"Loja física";NA;NA;"FPS/TPS";"CS:GO";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-18 22:52:41;"Regularmente";31;"Homem";"Rio de Janeiro – RJ";"Estuda e Trabalha";"Ensino Superior Incompleto";"Desktop (PC de mesa)";"Sim";"8 GB";"AMD";"AMD 5 2600";"Loja física";NA;NA;"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror";"Zelda";"Nada"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-19 10:59:25;"Frequentemente";18;"Homem";"Rio de Janeiro – RJ";"Só Estuda";"Ensino Médio Completo";"Desktop (PC de mesa)";"Sim";"8 GB";"Intel";"i7 7700";"Loja virtual";NA;NA;"FPS/TPS";"Rainbow Six Siege";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-20 17:58:04;"Frequentemente";28;"Homem";"São Paulo – SP";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"mais de 16 GB";"Intel";"i7 7700k";"Loja física";NA;NA;"FPS/TPS";"CS:GO";"R$101 a R$150"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-20 22:25:52;"Frequentemente";30;"Homem";"Rio Grande do Sul – RS";"Só Trabalha";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"Intel";"I7 7700";"Loja física";NA;NA;"Corrida, Esporte, FPS/TPS, Luta, Mundo Aberto, RPG/MMORPG, Simulação";"CSGO PUBG";"R$1 a R$50"
"nvidia";"gtx 1070";"8 GB";"2300";"https://produto.mercadolivre.com.br/MLB-1262999592-placa-de-video-asus-dual-geforce-gtx-1070-8gb-_JM";2019-06-21 01:22:43;"Frequentemente";29;"Homem";"Goiás – GO";"Só Estuda";"Ensino Superior Completo";"Desktop (PC de mesa)";"Sim";"16 GB";"AMD";"Ryzen 7 1700";"Loja virtual";NA;NA;"Corrida, FPS/TPS, MOBA, RPG/MMORPG, Simulação";"Destiny 2";"R$1 a R$50"
